Posizione,Interprete,Canzone,anno,Autori,Sesso,Tematiche,Pos
3º,Pinguini Tattici Nucleari,Ringo Starr,2020,R. Zanotti,G,"['ringo', 'starr']",3
4º,Le Vibrazioni,Dov'è,2020,"R. Casalino, D. Simonetta e F. Sarcina",G,['dov'],4
5º,Piero Pelù,Gigante,2020,P. Pelù e L. Chiaravalli,M,['gigante'],5
6º,Tosca,Ho amato tutto,2020,P. Cantarelli,F,['amato'],6
7º,Elodie,Andromeda,2020,Mahmood e Dardust,F,['andromeda'],7
8º,Achille Lauro,Me ne frego,2020,"A. Lauro, D. Petrella, D. Dezi, D. Mungai, M. Ciceroni ed E. Manozzi",M,['frego'],8
9º,Irene Grandi,Finalmente io,2020,"V. Rossi, R. Casini, A. Righi e G. Curreri",F,['finalmente'],9
10º,Rancore,Eden,2020,Rancore e Dardust,M,['eden'],10
11º,Raphael Gualazzi,Carioca,2020,"R. Gualazzi, D. Petrella e D. Pavanello",M,['carioca'],11
12º,Levante,Tikibombom,2020,Levante,F,['tikibombom'],12
13º,Anastasio,Rosso di rabbia,2020,"Anastasio, L. Serventi, M. Azara e S. Tartaglini",M,"['rosso', 'rabbia']",13
14º,Alberto Urso,Il sole ad est,2020,P. Romitelli e G. Pulli,M,"['sole', 'ad', 'est']",14
15º,Marco Masini,Il confronto,2020,"M. Masini, F. Camba e D. Coro",M,['confronto'],15
16º,Paolo Jannacci,Voglio parlarti adesso,2020,"A. Bonomo, P. Jannacci, E. Bassi e M. Bassi",M,"['parlarti', 'adesso']",16
17º,Rita Pavone,Niente (Resilienza 74),2020,G. Merk,F,"['resilienza', '74']",17
18º,Michele Zarrillo,Nell'estasi o nel fango,2020,V. Parisse e M. Zarrillo,M,"['nell', 'estasi', 'fango']",18
19º,Enrico Nigiotti,Baciami adesso,2020,E. Nigiotti,M,"['baciami', 'adesso']",19
20º,Giordana Angi,Come mia madre,2020,G. Angi e M. Finotti,F,['madre'],20
21º,Elettra Lamborghini,Musica (e il resto scompare),2020,M. Canova Iorfida e D. Petrella,F,"['musica', 'resto', 'scompare']",21
22º,Junior Cally,No grazie,2020,"J. Cally, J. Ettorre, F. Mercuri, G. Cremona, E. Maimone e L. Grillotti",M,['grazie'],22
23º,Riki,Lo sappiamo entrambi,2020,R. Marcuzzo e R. Scirè,M,"['sappiamo', 'entrambi']",23
1º,Måneskin,Zitti e buoni,2021,"D. David, T. Raggi, V. De Angelis e E. Torchio",G,"['zitti', 'buoni']",1
2º,Francesca Michielin e Fedez,Chiamami per nome,2021,"F. Michielin, Fedez, J. D'Amico, A. Mahmoud, A. Raina e D. Simonetta",G,"['chiamami', 'nome']",2
3º,Ermal Meta,Un milione di cose da dirti,2021,E. Meta e R. Cardelli,M,"['milione', 'cose', 'dirti']",3
4º,Colapesce Dimartino,Musica leggerissima,2021,Colapesce e DiMartino,G,"['musica', 'leggerissima']",4
5º,Irama[20],La genesi del tuo colore,2021,"Irama, Dardust e G. Nenna",M,"['genesi', 'colore']",5
6º,Willie Peyote,Mai dire mai (la locura),2021,"W. Peyote, C. Cavalieri D'Oro, D. Bestonzo e G. Petrelli",M,"['dire', 'locura']",6
7º,Annalisa,Dieci,2021,"Annalisa, D. Simonetta, P. Antonacci e J. D'Amico",F,['dieci'],7
8º,Madame,Voce,2021,"Madame, Dardust e E. Botta",F,['voce'],8
9º,Orietta Berti,Quando ti sei innamorato,2021,"F. Boccia, C. Esposito e M. Rettani",F,['innamorato'],9
10º,Arisa,Potevi fare di più,2021,G. D'Alessio,F,"['potevi', 'fare']",10
11º,La Rappresentante di Lista,Amare,2021,"V. Lucchesi, D. Mangiaracina, Dardust e R. Cammarata",G,['amare'],11
12º,Extraliscio feat. Davide Toffolo,Bianca luce nera,2021,"M. Mariani, Pacifico e E. Sgarbi",G,"['bianca', 'luce', 'nera']",12
13º,Lo Stato Sociale,Combat pop,2021,"A. Cazzola, F. Draicchio, J. Ettorre, L. Guenzi, A. Guidetti, E. Roberto e M. Romagnoli",G,"['combat', 'pop']",13
14º,Noemi,Glicine,2021,"Tattroli[22], G. Lubrano, D. Faini e F. Fugazza",F,['glicine'],14
15º,Malika Ayane,Ti piaci così,2021,"M. Ayane, Pacifico, A. Flora e R. Rampino",F,['piaci'],15
16º,Fulminacci,Santa Marinella,2021,Fulminacci,M,"['santa', 'marinella']",16
17º,Max Gazzè,Il farmacista,2021,"F. Gazzè, M. Gazzè e F. De Benedittis",M,['farmacista'],17
18º,Fasma,Parlami,2021,Fasma e L. Zammarano,G,['parlami'],18
19º,Gaia,Cuore amaro,2021,"Gaia, J. Ettorre, G. Spedicato e D. Dezi",F,"['cuore', 'amaro']",19
20º,Coma_Cose,Fiamme negli occhi,2021,"F. Zanardelli, F. Mesiano, F. Dalè e C. Frigerio",G,"['fiamme', 'occhi']",20
21º,Ghemon,Momento perfetto,2021,"Ghemon, S. Privitera, G. Seccia e D. Raciti",M,"['momento', 'perfetto']",21
22º,Francesco Renga,Quando trovo te,2021,"F. Renga, R. Casalino e Dardust",M,['trovo'],22
23º,Gio Evan,Arnica,2021,G. Evan e F. Catitti,M,['arnica'],23
24º,Bugo,E invece sì,2021,"Bugo, A. Bonomo e S. Bertolotti",M,"['invece', 'sì']",24
25º,Aiello,Ora,2021,Aiello,M,['ora'],25
26º,Random,Torno a te,2021,Random e Zenit,M,['torno'],26
1º,Mahmood e Blanco,Brividi,2022,"Mahmood, Blanco e Michelangelo",G,['brividi'],1
2º,Elisa,O forse sei tu,2022,Elisa e D. Petrella,F,['forse'],2
3º,Gianni Morandi,Apri tutte le porte,2022,L. Jovanotti e R. Onori,M,"['apri', 'porte']",3
4º,Irama,Ovunque sarai,2022,"Irama, G. Nenna, Shablo, V. L. Faraone e G. Colonnelli",M,"['ovunque', 'sarai']",4
5º,Sangiovanni,Farfalle,2022,"Sangiovanni, A. La Cava e S. Tognini",M,['farfalle'],5
6º,Emma,Ogni volta è così,2022,"D. Petrella, Emma e D. Faini",F,"['ogni', 'volta']",6
7º,La Rappresentante di Lista,Ciao ciao,2022,"V. Lucchesi, D. Mangiaracina, R. Calabrese, R. Cammarata, C. Drago e S. Privitera",G,[],7
8º,Massimo Ranieri,Lettera di là dal mare,2022,F. Ilacqua,M,"['lettera', 'là', 'mare']",8
9º,Dargen D'Amico,Dove si balla,2022,"D. D'Amico, E. Roberts, G. Fazio e A. Bonomo",M,"['dove', 'balla']",9
10º,Michele Bravi,Inverno dei fiori,2022,"A. A. Vella, M. Bravi, Cheope, F. Catitti e F. Abbate",M,"['inverno', 'fiori']",10
11º,Matteo Romano,Virale,2022,"M. Romano, A. La Cava, F. Rossi e D. Faini",M,['virale'],11
12º,Fabrizio Moro,Sei tu,2022,F. Mobrici e R. Cardelli,M,[],12
13º,AKA 7even,Perfetta così,2022,"AKA 7even, V. Colella, M. E. Kleinschmidt, G. Vizzi e R. L. Patriarca",M,['perfetta'],13
14º,Achille Lauro con Harlem Gospel Choir,Domenica,2022,"A. Lauro, S. P. Manzari, D. Petrella, M. Ciceroni, M. Cutolo e G. Calculli",G,['domenica'],14
15º,Noemi,Ti amo non lo so dire,2022,"A. La Cava, Mahmood e D. Faini",F,"['amo', 'so', 'dire']",15
16º,Ditonellapiaga e Rettore,Chimica,2022,"Ditonellapiaga, Rettore, A. Casagni, B. Ventura, E. Castroni e V. Smordoni",G,['chimica'],16
17º,Rkomi,Insuperabile,2022,"Rkomi, A. La Cava e F. Catitti",M,['insuperabile'],17
18º,Iva Zanicchi,Voglio amarti,2022,"E. Di Stefano, V. Mercurio, I. Ianne e C. Valli",F,['amarti'],18
19º,Giovanni Truppi,"Tuo padre, mia madre, Lucia",2022,"G. Truppi, N. Contessa, Pacifico, M. Buccelli e G. Pallotti",M,"['padre', 'madre', 'lucia']",19
20º,Highsnob e Hu,Abbi cura di te,2022,"Highsnob, Hu, A. Moroni, F. De Marco e F. Musumeci",G,"['abbi', 'cura']",20
21º,Yuman,Ora e qui,2022,"T. Di Giulio, F. Cataldo e Yuman",M,['ora'],21
22º,Le Vibrazioni,Tantissimo,2022,"R. Casalino, F. Sarcina e N. Verrienti",G,['tantissimo'],22
23º,Giusy Ferreri,Miele,2022,"D. Petrella, F. Abbate, F. Clemente e A. Merli",F,['miele'],23
24º,Ana Mena,Duecentomila ore,2022,"R. Hunt, F. Abbate e S. Tognini",F,"['duecentomila', 'ore']",24
25º,Tananai,Sesso occasionale,2022,"Tananai, D. Simonetta, P. Antonacci e A. Raina",M,"['sesso', 'occasionale']",25
1º,Marco Mengoni,Due vite,2023,"M. Mengoni, D. Petrella e D. Simonetta",M,['vite'],1
2º,Lazza,Cenere,2023,"Lazza, D. Petrella e Dardust",M,['cenere'],2
3º,Mr. Rain,Supereroi,2023,"Mr. Rain, F. Abbate e L. Vizzini",M,['supereroi'],3
4º,Ultimo,Alba,2023,Ultimo,M,['alba'],4
5º,Tananai,Tango,2023,"Tananai, P. Antonacci, A. Raina e D. Simonetta",M,['tango'],5
6º,Giorgia,Parole dette male,2023,"A. Bianco, F. Roccati, M. Dagani e M. M. G. Fracchiolla",F,"['parole', 'dette', 'male']",6
7º,Madame,Il bene nel male,2023,"Madame, N. Biasin e I. Sinigaglia",F,"['bene', 'male']",7
8º,Rosa Chemical,Made in Italy,2023,"Rosa Chemical, P. Antonacci, O. Inglese e D. Simonetta",M,"['made', 'italy']",8
9º,Elodie,Due,2023,"Elodie, F. Abbate, J. Ettorre e F. Catitti",F,[],9
10º,Colapesce Dimartino,Splash,2023,Colapesce e Dimartino,G,['splash'],10
11º,Modà,Lasciami,2023,F. Silvestre e E. Palmosi,G,['lasciami'],11
12º,Gianluca Grignani,Quando ti manca il fiato,2023,G. Grignani ed E. Melozzi,M,"['manca', 'fiato']",12
13º,Coma_Cose,L'addio,2023,"F. Zanardelli, F. Mesiano, F. Dalè e C. Frigerio",G,['addio'],13
14º,Ariete,Mare di guai,2023,"Ariete, Calcutta, Dardust e V. Centrella",F,"['mare', 'guai']",14
15º,LDA,Se poi domani,2023,"LDA, F. D'Alessio e A. Caiazza",G,"['poi', 'domani']",15
16º,Articolo 31,Un bel viaggio,2023,"J-Ax, Grido, F. Abbate, DJ Jad, Wlady, A. Colangelo e D. Silvestri",G,"['bel', 'viaggio']",16
17º,Paola & Chiara,Furore,2023,"J. Ettorre, A. La Cava, P. Iezzi, C. Iezzi, F. Mercuri, G. Cremona, L. Grillotti ed E. Maimone",G,['furore'],17
18º,Leo Gassmann,Terzo cuore,2023,"R. Zanotti, L. Gassmann, G. Pesenti e M. Paganelli",M,"['terzo', 'cuore']",18
19º,Mara Sattei,Duemilaminuti,2023,"D. David, D. Mattei ed E. Brun",F,['duemilaminuti'],19
20º,Colla Zio,Non mi va,2023,"T. Bernasconi, T. Manzoni, A. Arminio, A. Malatesta, F. Lamperti e G. Pesenti",G,['va'],20
21º,Cugini di Campagna,Lettera 22,2023,"V. Lucchesi, D. Mangiaracina e F. Gargiulo",G,"['lettera', '22']",21
22º,Gianmaria,Mostro,2023,"Gianmaria, G. Manilardi, V. Petrozzino, A. Filippelli e V. Centrella",M,['mostro'],22
23º,Levante,Vivo,2023,Levante,F,['vivo'],23
24º,Olly,Polvere,2023,"Olly, E. Lovito e J. Boverod",M,['polvere'],24
25º,Anna Oxa,Sali (canto dell'anima),2023,"A. Oxa, F. Bianconi, Kaballà e F. Zanotti",F,"['sali', 'canto', 'dell', 'anima']",25
26º,Will,Stupido,2023,"Will, S. Cremonini e A. Pugliese",M,['stupido'],26
27º,Shari,Egoista,2023,"Shari, M. Pisciottu, L. Fenudi e R. Puddu",F,['egoista'],27
28º,Sethu,Cause perse,2023,M. De Lauri e G. De Lauri,M,"['cause', 'perse']",28
